转炉终点C,转炉终点Mn,转炉终点P,钢水净重,连铸正样C,连铸正样Ceq_val,低铝硅铁,石油焦增碳剂,加入C含量,C收得率
0.00065,0.0011,0.00014,74400.0,0.0023,0.466,0,85,134.299,0.914079777213531
0.00077,0.0011,0.00021,74200.0,0.0023,0.474,0,68,130.89000000000001,0.8673389869355947
0.00035,0.0011,0.0002,78250.0,0.0023,0.463,0,90,150.65,1.0128609359442415
0.00048,0.0012,0.0003,73600.0,0.0022,0.454,0,85,145.85,0.8679602331162154
0.00036,0.0009,0.00025,72400.0,0.0024,0.478,0,90,150.65,0.980391636242947
0.00022,0.0007,0.00014,70350.0,0.0023,0.465,0,90,150.65,0.9713109857285096
0.0007,0.0012,0.00013,77800.0,0.0023,0.458,0,58,120.78,1.0306342109620796
0.00063,0.0014,0.00031,73050.0,0.0024,0.478,0,80,141.05,0.916685572492024
0.00106,0.0009,0.00012,74300.0,0.0022,0.46,0,58,122.14000000000001,0.6934828884886196
0.00043,0.0011,0.00021,74850.0,0.0024,0.474,0,85,147.54999999999998,0.9993527617756693
0.0005,0.0016,0.0003,81350.0,0.0023,0.47,0,85,150.26999999999998,0.9744459972050311
0.00042,0.0013,0.00027,73850.0,0.0023,0.468,0,85,151.63,0.915636747345512
0.00072,0.0015,0.00033,74200.0,0.0023,0.467,0,68,91.28999999999999,1.2842151385693943
0.00065,0.0015,0.00029,67400.0,0.0022,0.448,0,75,137.61,0.759174478598939
0.00046,0.001,0.00041,70000.0,0.0022,0.452,0,85,147.04,0.8283460282916214
0.00041,0.0011,0.00028,70000.0,0.0023,0.462,0,93,156.08,0.8476422347514095
0.0004,0.0013,0.00026,70100.0,0.0024,0.481,0,90,151.5,0.9254125412541252
0.00054,0.0012,0.00033,67400.0,0.0023,0.462,0,102,165.57000000000002,0.7164582955849489
0.00067,0.0011,0.00019,64700.0,0.0024,0.469,0,75,136.59,0.8194670180833149
0.00067,0.0012,0.00021,69800.0,0.0023,0.462,0,75,139.31,0.8166965759816237
0.00067,0.0014,0.00035,63300.0,0.0023,0.46,0,75,136.76000000000002,0.7544530564492541
0.00067,0.0011,0.00028,70100.0,0.0022,0.449,0,70,132.98000000000002,0.8065348172657543
0.00068,0.0014,0.00032,67500.0,0.0022,0.452,0,68,130.89000000000001,0.7838643135457254
0.00034,0.001,0.00022,70000.0,0.0024,0.47,0,93,154.38,0.9340588159087965
0.00097,0.0015,0.00029,68400.0,0.0024,0.476,0,51,112.87,0.8665898821653227
0.00067,0.0011,0.00027,62900.0,0.0023,0.46,0,68,130.55,0.7853466104940635
0.00138,0.0011,0.00021,63500.0,0.0024,0.474,0,34,102.25384616000001,0.6334236063712676
0.00065,0.0008,0.00015,66400.0,0.0024,0.47,0,75,136.25,0.8528440366972476
0.00071,0.0009,0.00024,71500.0,0.0024,0.476,0,68,131.23000000000002,0.9207879295892705
0.00085,0.0013,0.00022,72800.0,0.0023,0.468,0,51,119.47484616000001,0.8835332573572403
0.00066,0.0009,0.00024,70000.0,0.0023,0.462,0,68,131.145,0.8753669602348545
0.00034,0.0007,0.00028,70600.0,0.0024,0.478,0,85,146.83599999999998,0.9904655534065215
0.0007,0.0011,0.00032,74400.0,0.0023,0.459,0,68,130.312,0.9134999079133156
0.00072,0.0011,0.00017,70000.0,0.0024,0.468,0,68,104.88,1.1212814645308924
0.0003,0.0005,0.00016,71750.0,0.0023,0.469,0,85,145.85,0.9838875557079191
0.00066,0.0011,0.00021,74750.0,0.0024,0.465,0,68,129.53,1.0041303173010114
0.00073,0.0013,0.00032,71700.0,0.0024,0.477,0,68,130.04,0.9207859120270686
0.00054,0.0014,0.00033,76100.0,0.0023,0.465,0,80,142.41,0.9404957517028297
0.00049,0.0014,0.00027,72250.0,0.0023,0.454,0,85,147.38,0.8873151038132719
0.00019,0.0005,0.00015,73000.0,0.0024,0.465,0,85,147.72,1.0921337665854318
0.00041,0.0009,0.00019,73000.0,0.0023,0.467,0,85,147.04,0.9383161044613711
0.00033,0.0009,0.00016,72600.0,0.0022,0.451,0,85,146.01999999999998,0.9297493494041913
0.00101,0.001,0.00012,70500.0,0.0023,0.465,0,51,117.72384616000001,0.7725282766959165
0.00072,0.0006,0.0001,70450.0,0.0024,0.466,0,68,129.36,0.9149350649350647
0.00076,0.0007,0.00012,71150.0,0.0023,0.453,0,68,129.7,0.8448033924441019
0.00069,0.0007,0.00016,69950.0,0.0023,0.463,0,68,130.38,0.8637789538272741
0.00073,0.001,0.00019,70300.0,0.0023,0.463,0,51,112.36000000000001,0.9822979708081166
0.00072,0.001,0.0002,69250.0,0.0024,0.478,0,68,129.02,0.9017206634630287
0.00108,0.0013,0.00033,75200.0,0.0024,0.473,0,51,117.38384616,0.8456359477665967
0.00077,0.0007,0.00016,72300.0,0.0024,0.476,0,51,113.38,1.0394161227729757
0.0008,0.0006,0.00013,70400.0,0.0023,0.466,0,51,113.38,0.9313811959781267
0.00077,0.0008,0.00023,70450.0,0.0023,0.461,0,54,116.25999999999999,0.9271331498365734
0.00086,0.0009,0.00021,75200.0,0.0024,0.471,0,51,114.06,1.015325267403121
0.00093,0.0006,0.00016,71700.0,0.0024,0.466,0,68,130.04000000000002,0.810512150107659
0.00077,0.0011,0.00027,74050.0,0.0023,0.461,0,51,113.72,0.9962759409074922
0.00076,0.0008,0.00018,72000.0,0.0024,0.47,0,54,116.43,1.014171605256377
0.00042,0.0009,0.00019,72900.0,0.0023,0.465,0,95,143.61,0.9543346563609775
0.0008,0.0012,0.00026,73150.0,0.0024,0.478,0,75,123.9,0.9446327683615818
0.00059,0.0011,0.00025,74000.0,0.0023,0.474,0,90,139.49,0.9071618037135277
0.00052,0.0009,0.00018,75650.0,0.0024,0.475,0,93,141.86,1.0025518116452838
0.00119,0.0014,0.00021,68300.0,0.0023,0.462,0,40,94.81384616,0.799598403297175
0.00104,0.0014,0.00021,72800.0,0.0022,0.453,0,51,104.86384616,0.8053109159390385
0.00069,0.0014,0.00026,72000.0,0.0023,0.467,0,80,128.02,0.9054835182002811
0.00071,0.0013,0.00027,72150.0,0.0022,0.455,0,80,128.70000000000002,0.8353030303030302
0.00074,0.0009,0.00013,71750.0,0.0023,0.471,0,80,128.36,0.8720006232471174
0.0006,0.0011,0.00021,71050.0,0.0023,0.467,0,85,133.5,0.9047565543071162
0.001,0.0016,0.0002,71500.0,0.0022,0.455,0,51,105.37384616000001,0.814243791288789
0.00088,0.0011,0.00013,69000.0,0.0022,0.47,0,60,113.67384616,0.801239714118599
0.00069,0.0008,0.00012,77900.0,0.0022,0.456,0,75,124.41,0.9454947351499077
0.00078,0.0014,0.00034,67050.0,0.0024,0.484,0,68,117.35000000000002,0.925615679590967
0.00053,0.0009,0.00018,74050.0,0.0023,0.458,0,102,150.16,0.8728589504528503
0.0014,0.001,0.00026,73100.0,0.0023,0.471,0,34,90.37984616,0.7279277714583796
0.00063,0.0011,0.00025,73850.0,0.0023,0.458,0,85,133.5,0.9238164794007492
0.00097,0.0007,0.00017,75150.0,0.0023,0.46,0,51,106.56384616000001,0.9379306735037611
0.00071,0.0012,0.00018,75900.0,0.0023,0.46,0,85,134.945,0.8942976768313016
0.00061,0.0011,0.00029,74000.0,0.0024,0.474,0,85,133.755,0.9903181189488245
0.00067,0.001,0.00013,70450.0,0.0023,0.457,0,51,99.56799999999998,1.1533173308693558
0.00082,0.0006,0.00014,75500.0,0.0023,0.46,0,68,121.91484616000001,0.9165413689925291
0.00092,0.0012,0.00027,75500.0,0.0024,0.475,0,51,105.71384616000002,1.0570043949671386
0.00069,0.001,0.00016,77700.0,0.0023,0.454,0,68,117.69,1.062936528167219
0.0004,0.0008,0.00011,73600.0,0.0024,0.468,0,85,133.94199999999998,1.0989831419569662
0.00042,0.0008,0.00016,74250.0,0.0023,0.457,0,68,118.064,1.1823248407643314
0.00035,0.0009,0.00026,73200.0,0.0024,0.473,0,102,150.568,0.9966261091334145
0.00061,0.0009,0.00016,74700.0,0.0024,0.474,0,68,129.70000000000002,1.0309406322282189
0.00101,0.0006,0.00011,70800.0,0.0023,0.458,0,51,114.4,0.7983566433566432
0.00076,0.0009,0.00015,68500.0,0.0023,0.46,0,68,128.68,0.8197855144544606
0.00075,0.0011,0.00022,72900.0,0.0022,0.451,0,68,130.21,0.811804008908686
0.00078,0.0013,0.00033,74000.0,0.0022,0.453,0,51,113.89000000000001,0.9226446571252963
0.00094,0.0012,0.00028,72500.0,0.0024,0.471,0,51,118.06384616000001,0.896548803403814
0.00077,0.0012,0.00032,72850.0,0.0024,0.47,0,68,130.21,0.9119537669917824
0.0008,0.0011,0.00017,74200.0,0.0024,0.475,0,51,114.06,1.0408556899877257
0.00076,0.0013,0.00021,73800.0,0.0022,0.451,0,68,130.04000000000002,0.8172254690864349
0.0007,0.0007,0.00012,75400.0,0.0023,0.453,0,68,130.72,0.9228886168910648
0.00076,0.0011,0.00021,70300.0,0.0021,0.455,0,68,130.72,0.7206395348837208
0.00076,0.0013,0.00032,64200.0,0.0022,0.465,0,68,132.08,0.699939430648092
0.00078,0.001,0.00021,71750.0,0.0023,0.47,0,68,131.06,0.8321379520830154
0.00038,0.0011,0.00023,71450.0,0.0023,0.469,0,85,149.0205,0.920571330790059
0.00063,0.001,0.00018,72050.0,0.0022,0.448,0,75,136.42000000000002,0.8291929335874505
0.00063,0.0011,0.00036,71500.0,0.0023,0.459,0,75,135.74,0.8796596434359805
0.0006,0.0008,0.00023,73400.0,0.0023,0.47,0,75,137.61,0.9067654966935542
0.00051,0.0007,0.00014,68100.0,0.0024,0.466,0,85,147.21,0.8743223965763193
0.00065,0.0011,0.0003,74850.0,0.0022,0.455,0,75,137.27,0.8451773876302179
0.0007,0.001,0.00035,74550.0,0.0023,0.466,0,68,131.06,0.9101175034335418
0.0,0.0,0.0,71000.0,0.0023,0.455,0,68,130.04,1.2557674561673333
0.00075,0.0012,0.00035,63500.0,0.0022,0.455,0,68,130.38,0.7062049394078846
0.0006,0.0009,0.00018,73350.0,0.0023,0.457,0,95,156.3,0.7977927063339731
0.00059,0.001,0.00014,74800.0,0.0023,0.458,0,0,65.1,1.9647926267281108
0.00053,0.0009,0.00013,75800.0,0.0023,0.46,0,80,141.9,0.9454968287526426
0.00046,0.0008,0.00013,73500.0,0.0022,0.448,0,90,151.5,0.8441584158415842
0.0004,0.0008,0.00016,77200.0,0.0023,0.457,0,90,151.5,0.9681848184818482
0.00034,0.0008,0.00022,71900.0,0.0023,0.457,0,92,153.42,0.9185503845652458
0.0004,0.0011,0.00037,72200.0,0.0023,0.458,0,93,154.38,0.888586604482446
0.00077,0.0011,0.00015,72050.0,0.0024,0.467,0,68,116.5,1.0080815450643776
0.00073,0.0012,0.00024,75100.0,0.0023,0.459,0,68,117.231,1.005766392848308
0.00063,0.0013,0.00025,74350.0,0.0024,0.484,0,68,132.199,0.9954651699332066
0.001,0.0014,0.0002,74250.0,0.0024,0.475,0,34,98.4115,1.0562789917844966
0.00086,0.0016,0.00029,75800.0,0.0023,0.455,0,68,122.33984616,0.8922031817601559
0.00091,0.0012,0.0003,78800.0,0.0024,0.465,0,51,119.37284616000001,0.9835737672085674
0.00083,0.0012,0.00026,68150.0,0.0024,0.467,0,51,115.98984616,0.9224557454141896
0.00065,0.0009,0.00017,75300.0,0.0023,0.471,0,85,147.54999999999998,0.842053541172484
0.00074,0.0012,0.00024,74300.0,0.0022,0.46,0,68,116.67000000000002,0.9297848632896203
0.00099,0.0011,0.0002,76150.0,0.0024,0.469,0,51,105.90084616,1.013887082996278
0.00033,0.0008,0.00017,73500.0,0.0024,0.473,0,68,117.435,1.2955677608890022
0.00039,0.0009,0.00025,75200.0,0.0023,0.467,0,85,135.2,1.0623668639053256
0.00033,0.0009,0.0003,75950.0,0.0022,0.456,0,102,150.483,0.9438042835403334
0.00022,0.0007,0.0003,70050.0,0.0022,0.447,0,102,148.817,0.9320104557947009
0.00051,0.001,0.00033,75600.0,0.0023,0.463,0,102,190.305,0.711090092220383
0.00047,0.001,0.00022,73900.0,0.0023,0.46,0,80,141.05,0.9587876639489542
0.0004,0.0012,0.00029,73800.0,0.0023,0.456,0,70,132.3,1.0598639455782313
0.00056,0.0012,0.00023,66300.0,0.0023,0.486,0,58,119.93,0.9619111148169764
0.00041,0.001,0.0003,72800.0,0.0023,0.458,0,78,139.13,0.9889455904549701
0.001,0.0012,0.00014,70000.0,0.0023,0.46,0,40,107.16384616,0.8491669836498149
0.00045,0.001,0.00028,71200.0,0.0023,0.46,0,78,139.64,0.9432827270123175
0.0005,0.001,0.00033,66600.0,0.0024,0.467,0,78,139.13,0.9095090922159131
0.00085,0.0011,0.00023,74200.0,0.0023,0.467,0,51,115.25,0.9335357917570498
0.00062,0.0009,0.00022,73100.0,0.0022,0.454,0,85,148.06,0.7800756450087803
0.00071,0.0011,0.00016,73900.0,0.0024,0.479,0,68,131.74,0.9480112342492787
0.00065,0.0011,0.00029,72650.0,0.0023,0.464,0,68,131.06,0.9146383335876698
0.00078,0.0011,0.00031,64700.0,0.0024,0.471,0,68,129.7,0.8081264456437934
0.00097,0.0016,0.00014,74600.0,0.0024,0.461,0,51,114.4,0.9324999999999998
0.0,0.0,0.0,72600.0,0.0023,0.462,0,68,91.46000000000001,1.8257161600699756
0.00058,0.0011,0.00023,71500.0,0.0023,0.457,0,85,145.34,0.8461538461538461
0.00047,0.0011,0.00026,79850.0,0.0024,0.47,0,102,163.547,0.9423009899295004
0.00082,0.0013,0.00031,67450.0,0.0022,0.452,0,51,112.53,0.8271660890429219
0.00066,0.0012,0.00027,75150.0,0.0023,0.463,0,68,130.72,0.9428243574051407
0.00071,0.0008,0.00018,76000.0,0.0024,0.482,0,68,131.74,0.9749506603916803
0.00074,0.0011,0.0002,73750.0,0.0023,0.465,0,68,129.87,0.8858858858858858
0.00073,0.0005,0.00016,71300.0,0.0023,0.466,0,68,130.04,0.860819747769917
0.00068,0.001,0.00029,74450.0,0.0023,0.462,0,68,129.36,0.932351576994434
0.00072,0.0011,0.00027,70500.0,0.0024,0.468,0,68,129.53,0.9143827684706243
0.00068,0.0009,0.00028,71550.0,0.0023,0.46,0,68,129.02,0.8983955975817701
0.0007,0.001,0.0002,72150.0,0.0024,0.471,0,68,129.02,0.9506665633235154
0.00069,0.001,0.00013,68800.0,0.0023,0.46,0,68,128.68,0.8608019894311468
0.00067,0.0011,0.00017,72000.0,0.0024,0.48,0,68,128.68,0.9679825924774633
0.00076,0.0012,0.00019,73200.0,0.0024,0.471,0,68,129.36,0.9280148423005564
0.00066,0.001,0.00014,73200.0,0.0024,0.472,0,68,129.36,0.9846011131725415
0.00059,0.001,0.0002,71350.0,0.0023,0.465,0,95,155.28,0.7857322256568778
0.00042,0.0013,0.00038,71800.0,0.0024,0.491,0,92,155.12,0.916477565755544
0.00054,0.0009,0.00017,69350.0,0.0022,0.45,0,80,140.03,0.8221166892808683
0.00072,0.0012,0.00023,73550.0,0.0023,0.459,0,68,129.19,0.8995200866940165
0.0,0.0,0.0,75800.0,0.0019,0.429,0,85,108.28999999999999,1.3299473635608092
0.00071,0.001,0.00022,73000.0,0.0018,0.411,0,68,90.5505,0.8787361748416629
0.00048,0.0011,0.00033,72650.0,0.0024,0.49,0,85,146.7,0.950838445807771
0.00041,0.0012,0.00033,73750.0,0.0024,0.478,0,85,146.7,1.0004260395364688
0.00073,0.0012,0.00026,70950.0,0.0022,0.471,0,68,130.38,0.7999424758398528
0.00072,0.0013,0.00016,74300.0,0.0024,0.481,0,70,132.3,0.9434920634920632
0.00075,0.0013,0.00019,72900.0,0.0017,0.402,0,60,83.3805,0.8305898861244535
0.0007,0.0013,0.00026,75400.0,0.0017,0.41,0,68,91.57050000000001,0.823409285741587
0.00077,0.0012,0.00032,76250.0,0.0018,0.43,0,68,90.21050000000001,0.870602646033444
0.00051,0.0011,0.00033,70000.0,0.0022,0.458,0,75,136.25,0.868256880733945
0.00065,0.0013,0.00034,74600.0,0.0023,0.475,0,68,129.53,0.9502817880027793
0.00084,0.0014,0.00031,72600.0,0.0023,0.48,0,60,122.69999999999999,0.8638630806845966
0.00085,0.001,0.00021,72250.0,0.0023,0.465,0,58,120.78,0.8673828448418611
0.00065,0.0011,0.00031,72200.0,0.0016,0.403,0,51,73.797,0.9294415762158355
0.0007,0.0012,0.00017,72200.0,0.0016,0.4,0,51,73.797,0.8805235985202652
0.00061,0.0012,0.00028,73050.0,0.0022,0.458,0,68,129.53,0.8966996062688182
0.00067,0.0011,0.00028,75850.0,0.0024,0.471,0,68,131.06,1.0012246299404852
0.00035,0.0009,0.0002,74300.0,0.0024,0.471,0,85,147.04,1.0358745919477692
0.00037,0.001,0.00024,71850.0,0.0023,0.463,0,82,143.48,0.9664796487315305
0.00071,0.0011,0.00019,72100.0,0.0017,0.397,0,85,108.0775,0.6604427378501538
0.00066,0.0009,0.00021,71600.0,0.0018,0.42,0,85,107.9075,0.7564256423325533
0.00016,0.0007,0.0002,74000.0,0.0017,0.4,0,85,108.41749999999999,1.0511218207392719
0.0,0.0,0.0,70500.0,0.0024,0.475,0,80,142.41,1.188118811881188
0.00067,0.0011,0.00026,72400.0,0.0024,0.47,0,68,128.68,0.9733602735467826
0.00069,0.0009,0.00023,75050.0,0.0024,0.469,0,68,129.36,0.9920802411873837
0.0007,0.0008,0.0002,73200.0,0.0023,0.463,0,68,129.36,0.9053803339517623
0.00079,0.0008,0.00018,74800.0,0.0023,0.46,0,64,125.52000000000001,0.8998406628425749
0.00047,0.0008,0.00019,73700.0,0.0023,0.468,0,85,147.89,0.9119683548583408
,,,74650.0,0.0023,0.472,0,85,148.927,
0.00068,0.0008,0.00013,69000.0,0.0022,0.477,0,68,132.607,0.7909084739116337
0.00066,0.0009,0.00015,74500.0,0.0023,0.48,0,68,132.607,0.921369158490879
0.00077,0.0008,0.00014,69350.0,0.0025,0.51,0,58,121.21350000000001,0.989786616177241
0.00067,0.0008,0.00016,73800.0,0.0024,0.476,0,85,146.547,0.8712153780015967
0.00088,0.0009,0.00014,72550.0,0.0024,0.475,0,54,116.94,0.9430135112023257
0.00067,0.0012,0.00027,75250.0,0.0024,0.471,0,68,130.72,0.9958881578947366
0.00067,0.001,0.00023,77600.0,0.0024,0.48,0,68,132.08,1.01641429436705
0.0005,0.0014,0.00036,69050.0,0.0025,0.499,0,95,143.27,0.9639142877085223
0.00069,0.0013,0.00028,73450.0,0.0024,0.484,0,68,131.06,0.9583358766976955
0.0005,0.0011,0.00027,74050.0,0.0023,0.456,0,85,146.02,0.9128201616216955
0.0,0.0,0.0,62800.0,0.0024,0.481,0,80,142.41,1.058352643775016
0.00071,0.0008,0.00027,74550.0,0.0022,0.452,0,68,130.38,0.8519673262770363
0.00064,0.0011,0.0002,69200.0,0.0023,0.473,0,80,141.9,0.8095278365045807
0.0006,0.0011,0.00017,69950.0,0.0024,0.474,0,80,141.56,0.8894461712348121
0.00069,0.0016,0.0003,73200.0,0.0024,0.484,0,80,142.24,0.8800056242969627
0.00056,0.0012,0.00014,71550.0,0.0023,0.472,0,95,156.47,0.7956605100019173
0.00045,0.0013,0.00048,70800.0,0.0023,0.474,0,95,156.3,0.8380038387715931
0.00072,0.0011,0.00028,70900.0,0.0024,0.487,0,80,142.24,0.8374015748031494
0.00053,0.001,0.00022,73300.0,0.0023,0.464,0,85,147.21,0.8813327898919909
0.0007,0.0009,0.00024,74550.0,0.0023,0.458,0,75,124.41,0.9587653725584759
0.00072,0.0007,0.00022,67050.0,0.0023,0.462,0,68,115.31,0.9187321134333535
0.00066,0.0011,0.00022,70850.0,0.0023,0.463,0,68,117.26500000000001,0.9908668400631049
0.00094,0.0013,0.0002,71700.0,0.0023,0.463,0,51,104.52384615999999,0.9329163017091181
0.00063,0.0012,0.00033,75400.0,0.0024,0.473,0,51,105.42484616,1.2659065188243666
0.00066,0.0013,0.00026,72300.0,0.0024,0.477,0,85,132.106,0.9522807442508288
0.00069,0.0009,0.00026,76300.0,0.0024,0.472,0,85,133.466,0.9775748130610041
0.00061,0.0011,0.00028,78150.0,0.0022,0.465,0,68,118.53999999999999,1.0482411000506162
0.00084,0.0011,0.00022,78600.0,0.0023,0.474,0,51,102.237,1.1224507761377975
0.00074,0.0013,0.00022,74600.0,0.0023,0.463,0,68,118.33600000000001,0.9834369929691724
0.00078,0.0013,0.00028,72700.0,0.0023,0.474,0,68,117.40100000000001,0.9412526298753843
0.00079,0.0009,0.00026,76100.0,0.0022,0.459,0,68,118.523,0.9053179551648205
0.00068,0.0009,0.00027,72200.0,0.0023,0.478,0,85,134.35,0.870591737997767
0.00035,0.0008,0.00027,73450.0,0.0024,0.483,0,102,164.04,0.9179011216776396
0.00063,0.0009,0.0003,75900.0,0.0023,0.465,0,85,147.737,0.8579638140750117
0.00057,0.0008,0.00018,74600.0,0.0023,0.476,0,102,151.5285,0.8517077645459434
0.00096,0.0009,0.00014,73300.0,0.0024,0.48,0,51,113.39699999999999,0.930818275615757
0.00092,0.0011,0.00022,71600.0,0.0024,0.483,0,51,113.39699999999999,0.9344868030018431
0.0004,0.0007,0.00033,73500.0,0.0024,0.471,0,85,145.85,1.0078848131642097
0.00028,0.0007,0.00016,72500.0,0.0023,0.465,0,90,151.5,0.9666666666666668
0.00089,0.0009,0.00014,70250.0,0.0022,0.485,0,85,108.1155,0.8511961744615714
0.00069,0.0008,0.00015,73800.0,0.0022,0.49,0,102,125.379,0.88880913071567
0.00104,0.0009,0.00014,69400.0,0.0022,0.48,0,70,92.52550000000001,0.8700736553706817
0.00078,0.0008,0.00011,68200.0,0.0023,0.495,0,92,114.419,0.9060033735655791
0.00121,0.0011,0.00021,243250.0,0.0022,0.488,120,58,81.7835,2.944573171850068
0.00124,0.0011,0.00022,68800.0,0.0022,0.489,0,58,81.5155,0.810250811195417
0.00089,0.0011,0.0002,72750.0,0.0022,0.493,0,85,109.8215,0.8677945575319952
0.00066,0.0008,0.00011,72900.0,0.0024,0.511,0,105,129.625,0.9785612343297974
0.00127,0.0013,0.00031,69400.0,0.0021,0.475,0,56,80.2875,0.7174466760080958
0.00065,0.001,0.00023,70500.0,0.0022,0.487,0,102,125.397,0.8714323309170076
0.00081,0.0008,0.00019,71700.0,0.0023,0.489,0,85,108.9835,0.9802676551955112
0.00031,0.0006,0.00017,69100.0,0.0022,0.491,0,102,125.49050000000001,1.040708260784681
0.00075,0.0008,0.00014,74650.0,0.0022,0.474,0,85,109.077,0.9923494412204223
0.0007,0.0008,0.00015,72350.0,0.0022,0.485,0,85,109.077,0.994939354767733
0.0007,0.0007,0.00016,73050.0,0.0023,0.495,0,85,109.077,1.0715366209191672
